Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM5000153v1	GCA_050001535.1		Pogonatum microstomum					Dong20200520-14			Scaffold	2025-04-29	JBNGKM01	16791
S-wilsoni_KUI3199	GCA_916701595.1		Sebastes wilsoni								Scaffold	2021-11-13	CAKANZ01	49185
ASM5412713v1	GCA_054127135.1		Drosophila bicornuta					14028-0511.01			Scaffold	2025-12-22	JBSJPL01	16341
PTv1.0	GCA_902810495.1		Petrochromis trewavasae								Scaffold	2020-04-15	CADDXY01	7261
PGDP_CheLuc	GCA_963573755.1		Cheracebus lucifer					FES41			Scaffold	2023-11-01	CAUYMD01	122060
PGDP_PleCin	GCA_963573415.1		Plecturocebus cinerascens					UFRO.M.195			Scaffold	2023-11-01	CAUYMB01	127105
ASM401647v1	GCA_004016475.1		Claviceps perihumidiphila					PRL 1566			Contig	2019-01-14	QEQX01	1420
ASM5199418v1	GCA_051994185.1		Kuhlia marginata					Fish10K-Assembly58			Scaffold	2025-08-13	JBNTTL01	20477
ASM3797475v1	GCA_037974755.1		Cicer yamashitae			ICC 17281					Scaffold	2024-04-05	JBBPBQ01	20324
ASM4578329v1	GCA_045783295.1		Monticola saxatilis					B10K-DU-013-17	male		Scaffold	2024-12-06	JBJGGO01	159576
PGDP_PitMit	GCA_963574975.1		Pithecia mittermeieri					TAP214			Scaffold	2023-11-02	CAUYSI01	114130
PGDP_PleHof	GCA_963575245.1		Plecturocebus hoffmannsi					TAP234			Scaffold	2023-11-01	CAUYTJ01	125837
ASM2281378v1	GCA_022813785.1		Xylographa trunciseda					Spribille 41477		Annotation submitted by University of Graz	Scaffold	2022-04-04	JALEAB01	513
ASM1664801v1	GCA_016648015.1		Steinernema khuongi					webber			Contig	2021-01-15	JADLIF01	8783
S-babcocki_HO-4	GCA_916700865.1		Sebastes babcocki								Scaffold	2021-11-12	CAKALC01	41621
TL_CA_CBS301.83	GCA_045528885.1		Cylindrodendrum album var. paralion		CBS 301.83						Scaffold	2024-12-02	JBHMJN01	1796
ASM151056v1	GCA_001510565.1		Knoxdaviesia proteae		CMW40885						Scaffold	2016-01-11	LNGL01	133
public_SRR11456919_metabat2_bin.15	GCA_964257125.1		Solorina crocea								Scaffold	2024-09-21	CAXVEC01	3351
GA2.2	GCA_023231475.1		Seison nebaliae					594-2016		Annotation submitted by Institute of Organismic and Molecular Evolution (iomE), Johannes Gutenberg University Mainz	Contig	2022-05-03	JALJEE01	3295
ASM2621299v1	GCA_026212995.1		Leucopternis kuhli					ANSP 31891			Scaffold	2022-11-16	JANZLT01	6885
S-diploproa_KUI2154	GCA_916700885.1		Sebastes diploproa								Scaffold	2021-11-13	CAKALR01	44860
ASM5199639v1	GCA_051996395.1		Naso lituratus					Fish10K-Assembly110			Scaffold	2025-08-13	JBNTUO01	108710
ASM480270v1	GCA_004802705.1		Bondarzewia mesenterica		DSM 108281					Annotation submitted by IHI Zittau / TU Dresden	Scaffold	2019-04-22	SGPL01	1467
Ayon_1.0	GCA_014634225.1		Acropora yongei								Scaffold	2020-09-05	BLFN01	1010
public_SRR11456923_metabat2_merged.0	GCA_964256015.1		Peltigera hydrothyria								Scaffold	2024-09-21	CAXVAL01	4665
ASM1339991v1	GCA_013399915.1		Illadopsis cleaveri					B10K-DU-002-01	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBB01	43982
ASM4918055v1	GCA_049180555.1		Tadorna tadornoides					KT34125			Scaffold	2025-03-30	JBMBRP01	150438
KEW_Xala	GCA_051941915.1		Xanthocarpia lactea					LIQ231CALA		Annotation submitted by Royal Botanic Gardens Kew	Contig	2025-08-12	JAVEBR01	952
ASM379531v1	GCA_003795315.1		Cytospora schulzeri		03-1					Annotation submitted by Northwest A&F University	Scaffold	2018-11-19	LKEA01	287
PGDP_AllNig	GCA_963574245.1		Allenopithecus nigroviridis								Scaffold	2023-11-03	CAUYOP01	137434
ASM2333793v1	GCA_023337935.1		Elongisporangium anandrum		CBS 285.31						Contig	2022-05-11	JAADXR01	2732
Gp_assembly_01	GCA_054786475.1		Globisporangium polare		14-1					Annotation submitted by Graduate School of Bioagricultural Sciences, Nagoya University	Contig	2025-12-11	BAAJAQ01	3348
PGDP_PitVan	GCA_963574005.1		Pithecia vanzolinii					FES57			Scaffold	2023-11-01	CAUYMC01	117164
S_itinus_130931	GCA_916701335.1		Sebastes itinus								Scaffold	2021-11-13	CAKAMS01	44214
ASM5199403v1	GCA_051994035.1		Hydrocynus vittatus					Fish10K-Assembly55			Scaffold	2025-08-13	JBNTTI01	46032
OSU_Spodl	GCA_030849805.1		Sergeia podlipaevii					CER4			Scaffold	2023-08-22	JASANZ01	2275
ASM4729227v1	GCA_047292275.1		Tockus jacksoni					LACM 75256			Scaffold	2025-01-28	JBKOJN01	20731
Gymis_assembly1.0	GCA_054772395.1		Gymnogobius isaza					Gymis-g4			Scaffold	2024-05-03	BAABOE01	2618
ASM2333601v1	GCA_023336015.1		Pythium ornamentatum		CBS 122665						Contig	2022-05-11	JAADWE01	2304
PGDP_EulCor	GCA_963574965.1		Eulemur coronatus								Scaffold	2023-10-30	CAUYSG01	108682
ASM5199661v1	GCA_051996615.1		Echinodenticula allantospora		MR4023						Scaffold	2025-08-13	JBNOXN01	3968
ASM4096787v1	GCA_040967875.1		Muscicapa olivascens					DRL 907			Scaffold	2024-07-30	JBEWZC01	22542
ASM5141921v1	GCA_051419215.1		Merganetta armata					UAM:Bird:17506			Scaffold	2025-07-20	JBPGNP01	260238
ASM168746v1	GCA_001687465.1		Halocafeteria seosinensis		EHF34						Contig	2016-07-19	LVLI01	8058
S-exsul_SEB-BAJA-1	GCA_916700705.1		Sebastes exsul								Scaffold	2021-11-12	CAKALA01	45053
ASM5577261v1	GCA_055772615.1		Campephilus rubricollis					B10K-DU-015-06			Scaffold	2026-03-10	JBVOLX01	219900
ASM3014255v1	GCA_030142555.1		Phylloecus xanthostoma					IRGN 9D9K6Q92EX			Scaffold	2023-05-31	JARQTF01	6288
S-helvomaculatus_KUI479	GCA_916700695.1		Sebastes helvomaculatus								Scaffold	2021-11-12	CAKALI01	48677
ASM3014218v1	GCA_030142185.1		Penicillium thymicola		DAOM 180753					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2023-05-31	LACB01	2167
ASM3504097v1	GCA_035040975.1		Myioborus melanocephalus					IRGN AL886			Scaffold	2024-01-03	JAWWLS01	29897
ASM4729169v1	GCA_047291695.1		Ceratogymna atrata					LACM 66867			Scaffold	2025-01-28	JBKOJJ01	13765
ASM2333629v1	GCA_023336295.1		Pythium folliculosum		CBS 220.94						Contig	2022-05-11	JAADWV01	2482
B10K-NMHD-150266	GCA_977969215.1		Devioeca papuana								Scaffold	2026-02-01	CDWWQV01	134394
ASM1688098v1	GCA_016880985.1		Phytophthora idaei		SCRP371					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-12	QOKR01	4720
ASM4578735v1	GCA_045787355.1		Serinus serinus					B10K-D-MOB-84	female		Scaffold	2024-12-06	JBJGJJ01	192161
P. arcanus genome	GCA_900490705.1		Pristionchus arcanus								Scaffold	2018-06-30	UEMY01	4263
ASM5141955v1	GCA_051419555.1		Branta sandvicensis					ANSP:skin:207558			Scaffold	2025-07-20	JBPJWB01	209038
ASM1980243v1	GCA_019802435.1		Corydoras maculifer					0032-2015			Scaffold	2021-08-30	JAFMOD01	1948
OSU_Htarak	GCA_030849825.1		Herpetomonas tarakana					OSR18			Scaffold	2023-08-22	JASAOB01	2891
ASM90040649v1	GCA_900406495.1		Sisymbrium altissimum								Scaffold	2019-06-14	OVBI01	14597
REN_Tetrax_1.0	GCA_009806455.1		Tetrax tetrax					T08N04531	male		Scaffold	2019-12-27	WHYT01	18031
ASM3838200v1	GCA_038382005.1		Spatula versicolor					UAM:Bird:17529			Scaffold	2024-04-18	JBBYHG01	99593
ASM5110793v1	GCA_051107935.1		Desmana moschata					27397	female		Scaffold	2025-06-26	JBNIGA01	33589
ASM398894v1	GCA_003988945.1		Chaetoscypha palmicola		D792			ICMP 13383			Scaffold	2018-12-31	QYAH01	24080
ASM5000196v1	GCA_050001965.1		Schistostega pennata					Ignatov M.S. 19-5001			Scaffold	2025-04-29	JBNGLK01	10170
NY817393-Hemileccinum-rubropunctus	GCA_038089535.1		Hemileccinum rubropunctum		NY817393						Scaffold	2024-04-12	JBBPLC01	4249
Bjon	GCA_977970155.1		Begonia johnstonii								Scaffold	2026-03-01	CDWWSZ01	13383
ASM1339879v1	GCA_013398795.1		Elachura formosa					B10K-IZCAS-20218		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNG01	9456
ASM1326619v1	GCA_013266195.1		Fusarium zealandicum		NRRL 22465					Annotation submitted by US Department of Agriculture, Agriculture Research Service	Scaffold	2020-06-03	JABEYC01	1836
ASM2281392v1	GCA_022813925.1		Varicellaria rhodocarpa					T1912		Annotation submitted by University of Graz	Scaffold	2022-04-04	JALDZU01	2689
ASM3504798v1	GCA_035047985.1		Basileuterus tristriatus					IRGN AL131			Scaffold	2024-01-03	JAWWMR01	16903
ASM5000105v1	GCA_050001055.1		Metzgeria furcata					ds45			Scaffold	2025-04-29	JBNGJG01	31681
ASM5000295v1	GCA_050002955.1		Bryhnia novae-angliae					BG14208			Scaffold	2025-04-29	JBNGMW01	12647
ASM3840679v1	GCA_038406795.1		Ceratocystis diversiconidia		C1696						Contig	2024-04-22	JAWWXZ01	1534
ASM3478131v1	GCA_034781315.1		Accipiter madagascariensis					FMNH 449187			Scaffold	2023-12-28	JAVHUI01	8636
ASM3836754v1	GCA_038367545.1		Beauveria asiatica		ARSEF4384					Annotation submitted by University of Minnesota Twin Cities	Scaffold	2024-04-17	JAAHCF01	2345
ASM3216521v1	GCA_032165215.1		Anas bernieri					IRGN SHbern			Scaffold	2023-09-28	JAUEKP01	14322
ASM3504774v1	GCA_035047745.1		Catamblyrhynchus diadema					IRGN AL882			Scaffold	2024-01-03	JAWWMN01	14845
SGB	GCA_006408585.1		Antidorcas marsupialis					SGB-9149			Scaffold	2019-06-24	SJYB01	94522
CSU_CCC535_v1	GCA_018360215.1		Claviceps spartinae		CCC 535					Annotation submitted by None	Contig	2021-05-14	SRPX01	1456
PGDP_PitHir	GCA_963573645.1		Pithecia hirsuta					FES29			Scaffold	2023-11-02	CAUYLZ01	122383
ASM1318690v1	GCA_013186905.1		Fusarium udum		NRRL 25194						Scaffold	2020-05-29	JAAQPG01	2352
BGI_Esch.V1	GCA_010080425.1		Eudyptes schlegeli					4458		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULF01	17083
PGDP_PitPis	GCA_963575305.1		Pithecia pissinatti					CCM103			Scaffold	2023-11-02	CAUYTR01	121024
ASM4917657v1	GCA_049176575.1		Dendrocygna arborea					MMNH:Bird:42302			Scaffold	2025-03-29	JBMAIB01	44754
PGDP_PitAlb	GCA_963573695.1		Pithecia albicans					PUR204			Scaffold	2023-11-02	CAUYMF01	121676
ASM3559031v1	GCA_035590315.1		Hieraaetus wahlbergi					FMNH 474700			Scaffold	2024-01-11	JAVJGL01	6629
ASM4578345v1	GCA_045783455.1		Actitis macularius					B10K-DU-009-07	female		Scaffold	2024-12-06	JBJGGZ01	200440
ASM4578339v1	GCA_045783395.1		Xema sabini					B10K-DU-010-07	male		Scaffold	2024-12-06	JBJGGW01	131612
Sumb	GCA_900474325.1		Synergus umbraculus								Scaffold	2018-06-30	UCOK01	20256
ASM5577123v1	GCA_055771235.1		Pycnopygius cinereus					B10K-D-KJ-17			Scaffold	2026-03-10	JBVOJG01	144835
BGI_Emos.V1	GCA_010082375.1		Eudyptes moseleyi					NRP 118-1		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULI01	20381
ASM2543507v1	GCA_025435075.1		Buteo lineatus								Scaffold	2022-09-27	JANVCS01	44363
ASM305498v1	GCA_003054985.1		Leucosporidium scottii		PYCC 4405						Scaffold	2018-04-17	MWVB01	1437
ASM4578224v1	GCA_045782245.1		Anthus campestris					CUBE170	female		Scaffold	2024-12-06	JBJGFR01	188116
ASM3844261v1	GCA_038442615.1		Daptrius ater					FMNH 101040			Scaffold	2024-04-24	JAVJIE01	11084
ASM4096773v1	GCA_040967735.1		Otus rutilus					FMNH 363793			Scaffold	2024-07-30	JBEUDL01	39089
Vitis_cinerea_B9	GCA_022059055.1		Vitis cinerea			B9	North America		male		Scaffold	2022-02-08	JAJJMJ01	26134
KSP	GCA_006410675.1		Oreotragus oreotragus					KSP-560			Scaffold	2019-06-24	SJYX01	24892
ASM4918059v1	GCA_049180595.1		Tadorna variegata					KT14881			Scaffold	2025-03-30	JBMBRR01	34234
ASM3561045v1	GCA_035610455.1		Gallirallus australis					MUNZ12767	male		Scaffold	2024-01-12	JAJOOZ01	33224
ASM478622v1	GCA_004786225.1		Botryotinia narcissicola		MUCL2120					Annotation submitted by Wageningen University	Scaffold	2019-04-12	PQXJ01	8379
S_tertius_139529	GCA_916701665.1		Sebastiscus tertius								Scaffold	2021-11-13	CAKAOH01	43426
PGDP_HapMer	GCA_963575175.1		Hapalemur meridionalis								Scaffold	2023-10-30	CAUYSY01	102173
ASM3024822v1	GCA_030248225.1		Trileptium ribeirensis		ZGG4_2						Contig	2023-06-09	JASANE01	30783
ASM3840716v1	GCA_038407165.1		Ceratocystis variospora		C1843			CBS 114715			Contig	2024-04-22	JAXHKN01	1495
HVK_GM_001	GCA_903067095.1		Girardinus metallicus								Scaffold	2021-09-22	CAEGAE01	101868
ASM3504099v1	GCA_035040995.1		Premnoplex brunnescens					IRGN AL133			Scaffold	2024-01-03	JAWWLT01	24441
RxR_assembly	GCA_053769955.1		Euscelidius variegatus					EvaTO	female		Contig	2025-12-01	JBAFXJ01	50181
ASM2981476v1	GCA_029814765.1		Acanthurus leucopareius					USNM AG9RQ69-S10			Scaffold	2023-04-18	JAQMCX01	17270
ASM5199215v1	GCA_051992155.1		Panaque nigrolineatus					Fish10K-Assembly11			Scaffold	2025-08-13	JBNTSA01	438
ASM3504123v1	GCA_035041235.1		Myiothlypis chrysogaster					IRGN AL104			Scaffold	2024-01-03	JAWWLX01	28852
HVK_BR_001	GCA_903066815.1		Brachyrhaphis roseni								Scaffold	2021-09-22	CAEFZY01	79525
S_baramenuke_131606	GCA_916700835.1		Sebastes baramenuke								Scaffold	2021-11-12	CAKALJ01	51421
UCR_MspNRRL2760_1.0	GCA_022750515.1		Mortierella claussenii		NRRL 2760					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-03-29	JAABNM01	1499
nphi_JUm1505	GCA_023647555.1		Pancytospora philotis		JUm1505					Annotation submitted by University of Toronto	Scaffold	2022-06-03	JALRLY01	275
ASM3797483v1	GCA_037974835.1		Cicer judaicum			ICC 17148					Scaffold	2024-04-05	JBBPBS01	1274
PGDP_ProEdw	GCA_963575085.1		Propithecus edwardsi								Scaffold	2023-10-31	CAUYSL01	106328
Cesakii_1.0	GCA_054785535.1		Carabus esakii					Cesa_genome_2019			Scaffold	2024-02-16	BQUW01	12194
ASM1883170v1	GCA_018831705.1		Torrubiellomyces zombiae					Field(B)_6/19/19			Scaffold	2021-06-10	JADHZA01	1725
ASM2419518v1	GCA_024195185.1		Coniferiporia weirii		30910					Annotation submitted by Oregon State University	Scaffold	2022-07-08	JAKOPK01	6520
ASM3026772v1	GCA_030267725.1		Phytophthora lilii		NBRC 32176					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXW01	12927
PGDP_AllLho	GCA_963574325.1		Allochrocebus lhoesti								Scaffold	2023-11-02	CAUYOZ01	141455
ASM4729180v1	GCA_047291805.1		Horizocerus hartlaubi					LACM 84728			Scaffold	2025-01-28	JBKOJH01	21030
ASM4164283v1	GCA_041642835.1		Bathycoccus calidus					SCS_S4			Contig	2024-08-29	DAWERW01	405
PGDP_LepRuf	GCA_963574885.1		Lepilemur ruficaudatus								Scaffold	2023-10-30	CAUYRT01	108635
PGDP_PitChr	GCA_963574905.1		Pithecia chrysocephala					CCM253			Scaffold	2023-11-02	CAUYRZ01	128249
ASM2531013v1	GCA_025310135.1		Buteo platypterus					ANSP 28755			Scaffold	2022-09-20	JAOBAO01	10644
public_SRR11456914_concoct_merged.0	GCA_964255975.1		Peltigera extenuata								Scaffold	2024-09-21	CAXUZV01	2838
CMUS01	GCA_014235935.1		Colletotrichum musicola		LFN0074					Annotation submitted by University of Salamanca	Scaffold	2020-08-18	WIGM01	2463
S_albofasciatus_133423	GCA_916701655.1		Sebastiscus albofasciatus								Scaffold	2021-10-09	CAKAOI01	54923
ASM1339891v1	GCA_013398915.1		Dromas ardeola					B10K-DU-012-55		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZM01	37562
ASM3602605v1	GCA_036026055.1		Spinus crassirostris					FMNH 391991			Scaffold	2024-01-25	JAYRBZ01	16627
ASM980629v1	GCA_009806295.1		Davidsoniella neocaledoniae		CMW_26392						Contig	2019-12-27	RHDR01	1907
ASM5000206v1	GCA_050002065.1		Pogonatum subfuscatum					YL6233			Scaffold	2025-04-29	JBNGKN01	26979
ASM1339963v1	GCA_013399635.1		Chordeiles acutipennis					B10K-DU-008-62	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAQ01	9595
PGDP_LepDor	GCA_963574875.1		Lepilemur dorsalis								Scaffold	2023-10-30	CAUYRW01	107741
ASM4626928v1	GCA_046269285.1		Cercococcyx olivinus					DRC 1086			Scaffold	2024-12-24	JBJNRL01	20771
ASM3838165v1	GCA_038381655.1		Tachyeres patachonicus					UAM:Bird:20714			Scaffold	2024-04-18	JBBYHP01	59908
ASM3024819v1	GCA_030248195.1		Trissonchulus latispiculum		HPF3_7						Scaffold	2023-06-09	JASAND01	32069
B10K-DU-016-41	GCA_982087965.1		Dacelo novaeguineae								Scaffold	2026-03-08	CEUFSA01	97862
ASM4110791v1	GCA_041107915.1		Parmoptila jamesoni					DRL 976			Scaffold	2024-08-08	JBFCYW01	19048
ASM5577121v1	GCA_055771215.1		Xanthotis polygrammus					B10K-NMHD-150404			Scaffold	2026-03-10	JBVOJF01	145072
Cqui_hq_medaka	GCA_048987405.1		Celatoblatta quinquemaculata					Cqui_NZ			Scaffold	2025-03-26	JBGNXV01	121120
ASM1339000v1	GCA_013390005.1		Calyptomena viridis					B10K-DU-002-55	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	WEIV01	69385
KEW_Wede	GCA_051941625.1		Fulgogasparrea decipioides					LIQ185CASP		Annotation submitted by Royal Botanic Gardens Kew	Contig	2025-08-12	JAVEAO01	1139
Anas_1.0	GCA_014634205.1		Acropora nasuta								Scaffold	2020-09-05	BLFL01	4717
ASM3558297v1	GCA_035582975.1		Ormyrus labotus					53RUDSQHNA			Scaffold	2024-01-11	JAWWEO01	25127
ASM4729225v1	GCA_047292255.1		Tockus leucomelas					LACM 79320			Scaffold	2025-01-28	JBKOJO01	56275
ASM401617v1	GCA_004016175.1		Claviceps ripicola					JM_7.2			Contig	2019-01-14	QERE01	1630
ASM4578319v1	GCA_045783195.1		Tringa melanoleuca					B10K-DU-016-16	female		Scaffold	2024-12-06	JBJGGK01	192054
ASM2747548v1	GCA_027475485.1		Accipiter fasciatus					ANSP 27428			Scaffold	2022-12-28	JANBPN01	287220
ASM2208547v1	GCA_022085475.1		Heliosperma pusillum				alpine	6B1T	hermaphrodite	Annotation submitted by Plant Ecological Genomics, University of Vienna	Scaffold	2022-02-08	JAIUZE01	75427
ASM4036613v1	GCA_040366135.1		Rhipidura albolimbata					JDK1			Scaffold	2024-06-27	JABYRC01	63325
ASM1340129v1	GCA_013401295.1		Glareola pratincola					B10K-CU-031-08	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPO01	12282
ASM5257529v1	GCA_052575295.1		Phytophthora abietivora		062_E						Scaffold	2025-09-12	JBQXYJ01	2912
ASM5000189v1	GCA_050001895.1		Pleuridium subulatum					BG14815			Scaffold	2025-04-29	JBNGLL01	5038
ASM157822v1	GCA_001578225.1		Pseudocercospora musae		CBS 116634					Annotation submitted by University of California Davis	Scaffold	2016-03-01	LFZO01	3331
ASM4096785v1	GCA_040967855.1		Terpsiphone rufiventer					DRL 1000			Scaffold	2024-07-30	JBEWZE01	25152
ASM3504804v1	GCA_035048045.1		Chlorospingus semifuscus					IRGN AL824			Scaffold	2024-01-03	JAWWMS01	15193
YNP71	GCA_051528895.1		Cordyceps amoene-rosea		IHEM18564						Scaffold	2025-07-24	JBHJFI01	1457
H_comes_QL1_v1.1	GCF_001891065.2	GCA_001891065.2	Hippocampus comes					QL1	male	GCF_001891065.2-RS_2025_06	Scaffold	2016-12-08	LVHJ01	32913
PGDP_MioOgo	GCA_963573445.1		Miopithecus ogouensis								Scaffold	2023-11-02	CAUYND01	142556
ASM1340106v1	GCA_013401065.1		Cepphus grylle					OUT-0020	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUD01	60011
ASM4918105v1	GCA_049181055.1		Austrobryonia micrantha					I.R. Telford 8173			Scaffold	2025-03-30	JBMBSA01	33220
ASM5000141v1	GCA_050001415.1		Lepidozia reptans					Dong20200520-23			Scaffold	2025-04-29	JBNGJZ01	28103
ASM3522167v1	GCA_035221675.1		Spatula smithii					IRGN REW674			Scaffold	2024-01-08	JAWDEW01	194113
TL_SC_CBS144385	GCA_045529505.1		Scolecofusarium ciliatum		CBS 144385						Scaffold	2024-12-02	JBHMKE01	1401
Himp0.1	GCA_002762385.1		Handroanthus impetiginosus					UFG-1		Annotation submitted by Laboratorio de Genetica & Biodiversidade, Instituto de Ciencias Biologicas,Universidade Federal de Goias	Scaffold	2017-11-09	NKXS01	13204
ASM2602369v1	GCA_026023695.1		Chaenotheca gracillima					Spribille 41657/TS-e1856-1857(pooled)		Annotation submitted by University of Alberta	Scaffold	2022-11-07	JAPETQ01	1268
ASM5000331v1	GCA_050003315.1		Brachythecium laetum					BG14202			Scaffold	2025-04-29	JBNGMV01	18382
UWA_Aant_1.0	GCA_024699675.1		Amphibolis antarctica				Western Australia	UWA_2022b			Contig	2022-08-15	JAMKPZ01	16915
ASM3478245v1	GCA_034782455.1		Accipiter francesiae					FMNH 393180			Scaffold	2023-12-28	JAVHMV01	8627
ASM3477979v1	GCA_034779795.1		Ctenopoma multispine					SAIAB 204158			Scaffold	2023-12-28	JAUYWH01	19410
SorMar_1.0	GCA_030324115.1		Sorex maritimensis					DTS0679			Scaffold	2023-06-22	JASTTN01	24729
ASM3840718v1	GCA_038407185.1		Chalaropsis ovoidea		C1375			CBS 354.76			Contig	2024-04-22	JAXHKQ01	1104
ASM90040640v1	GCA_900406405.1		Lepidium africanum								Scaffold	2019-06-15	OVAX01	17445
BHR	GCA_006410935.1		Redunca redunca					BHR-557			Scaffold	2019-06-24	SJYQ01	534502
S_matsubarae_146680	GCA_916701035.1		Sebastes matsubarae								Scaffold	2021-11-13	CAKAMZ01	53122
Leishmania_turanica_LEM423-1.0.2	GCA_000441995.1		Leishmania turanica		LEM423						Scaffold	2013-07-29	ATBU01	336
OSU_Zcosta	GCA_030849075.1		Zelonia costaricensis					15EC			Scaffold	2023-08-22	JASAOO01	3565
PGDP_AllPre	GCA_963574925.1		Allochrocebus preussi								Scaffold	2023-11-03	CAUYSH01	151100
ASM4729195v1	GCA_047291955.1		Lophoceros camurus					LACM 70183			Scaffold	2025-01-28	JBKOJI01	26048
ASM5577341v1	GCA_055773415.1		Ocyphaps lophotes					B10K-DU-015-52			Scaffold	2026-03-10	JBVONH01	124499
public_SRR14722181_concoct_bin.15	GCA_964255765.1		Gomphillus calycioides								Scaffold	2024-09-21	CAXUYI01	871
ASM5577009v1	GCA_055770095.1		Cyanicterus cyanicterus					B10K-DU-004-56			Scaffold	2026-03-10	JBVOHD01	224973
icCalAlnx1_p1.1	GCA_046129895.1		Calligrapha alni					RussetAlderLeafBeetle01/CBP00873			Contig	2024-12-17	JBHEQF01	27784
ASM31352v1	GCF_000313525.1	GCA_000313525.1	Fibroporia radiculosa		TFFH 294					Annotation submitted by NCBI RefSeq	Scaffold	2012-03-30	CAGC01	861
CTB	GCA_006408505.1		Damaliscus lunatus					CTB-792			Scaffold	2019-06-24	SJXP01	92109
ASM200609v1	GCF_002006095.1	GCA_002006095.1	Pseudomyrmex gracilis					BER0280		NCBI Pseudomyrmex gracilis Annotation Release 100	Scaffold	2017-02-23	JWHX01	6556
ASM1340027v1	GCA_013400275.1		Rhadina sibilatrix					B10K-DU-002-26	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYO01	50491
ASM304943v1	GCA_003049435.1		Nakataea oryzae		M69						Scaffold	2018-04-11	PYSQ01	1100
Lcou_2021	GCA_022832235.1		Lepidurus couesii					Lcou-fA			Scaffold	2022-04-06	JAGJRP01	4281
PGDP_CerChr	GCA_963574065.1		Cercocebus chrysogaster								Scaffold	2023-11-03	CAUYNG01	150849
DasPun_v1_BIUU	GCA_004363535.1		Dasyprocta punctata					BS37			Scaffold	2019-03-22	RJWM01	986664
ASM1339905v1	GCA_013399055.1		Ramphastos sulfuratus					B10K-DU-001-30	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNM01	95483
O_NANA_1	GCA_900157175.1		Oithona nana								Scaffold	2017-02-17	FTRT01	4626
ASM325490v1	GCA_003254905.1		Nissolia schottii					NF-2018-10			Scaffold	2018-06-19	QANU01	116213
ASM986731v2	GCA_009867315.2		Psittacus timneh					Z5AY2Y56IY	female		Scaffold	2022-11-27	WYDJ02	136836
Dst_b1v02_max_arth_b2g_genome	GCA_905338385.1		Darwinula stevensoni							Annotation submitted by University of Lausanne	Scaffold	2021-05-19	CAJPEV01	62117
OSU_Tscelo	GCA_030849745.1		Trypanosoma scelopori					H3-2			Scaffold	2023-08-22	JASANX01	1064
ASM5577275v1	GCA_055772755.1		Tringa incana					B10K-USNM-643022			Scaffold	2026-03-10	JBVOMF01	127461
ASM1484995v1	GCA_014849955.1		Cryphonectria carpinicola					CS3			Scaffold	2020-10-05	JACWRQ01	1680
ASM3797485v1	GCA_037974855.1		Cicer echinospermum			ICC 20190					Scaffold	2024-04-05	JBBPBU01	2833
ASM5207516v1	GCA_052075165.1		Tropicranus albocristatus					FMNH 210282			Scaffold	2025-08-16	JBPRLE01	83335
ASM3504716v1	GCA_035047165.1		Ormyrus rosae					HEOTYTKIVQ			Scaffold	2024-01-03	JAWWML01	40062
UoM4 assembly	GCA_027405785.1		Ophiocordyceps robertsii		UoM4						Contig	2022-12-27	JAPEBW01	5728
ASM3838196v1	GCA_038381965.1		Amazonetta brasiliensis					UAM:Bird:14628			Scaffold	2024-04-18	JBBYHF01	68569
UNIGE_PanObs_1.0	GCA_012654085.1		Pantherophis obsoletus					EOBS11	female		Scaffold	2020-04-22	WJSR01	36795
ASM5577095v1	GCA_055770955.1		Hylocichla mustelina					B10K-DU-009-31			Scaffold	2026-03-10	JBVOIR01	189757
ASM2921814v1	GCA_029218145.1		Aphanocladium album		MX95					Annotation submitted by University of Milan	Scaffold	2023-03-15	JARDXD01	1937
PGDP_AotTri	GCA_963574785.1		Aotus trivirgatus					JPB134			Scaffold	2023-11-01	CAUYRR01	134599
PGDP_ProPer	GCA_963574695.1		Propithecus perrieri								Scaffold	2023-10-31	CAUYRB01	118585
Cryptomonas_pyrenoidifera_NIVA-2_81_nuclear_genome	GCA_965119555.1		Cryptomonas pyrenoidifera		NIVA-2/81						Contig	2025-02-04	CBCPMB01	2104
